activate_experimental_railroad;Activate Experimental Railroad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
acw_war_started;Acw War Started;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
addis_ababa_built;Addis Ababa Built;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
afgan_2;Afgan 2;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
afghan_1;Afghan 1;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
africa_in_the_modern_age;Africa in The Modern Age;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
africanus;Africanus;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
afrikaner_church_n_nationalism;Afrikaner Church N Nationalism;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
against_baden_press;Against Baden Press;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
agamemnon_found;Agamemnon Found;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
agreed_ruperts_land;Agreed Ruperts Land;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ai_annex_egypt;Ai Annex Egypt;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ai_demand_sigmaringen;Ai Demand Sigmaringen;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ai_french_west_africa;Ai French West Africa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ai_get_british_wyoming;Ai Get British Wyoming;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ai_portugal_east_africa;Ai Portugal East Africa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alaska_purchase_completed;Alaska Purchase Completed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alaska_purchase_interest;Alaska Purchase Interest;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alaska_purchase_process_global;Alaska Purchase Process Global;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alaska_purchase_started;Alaska Purchase Started;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
albania_in_yugoslavia;Albania in Yugoslavia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
albanian_rename_epirus;Albanian Rename Epirus;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
albanian_rename_epirus_824;Albanian Rename Epirus 824;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
albanian_rename_epirus_853;Albanian Rename Epirus 853;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Alberdi;Alberdi;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AlberiniAffair;Alberini Affair;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alexander_reforms;Alexander Reforms;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
algeria_claimed_sahara;Algeria Claimed Sahara;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
algeria_organized;Algeria Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
algerian_rebellion;Algerian Rebellion;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
alt_american_civil_war_has_happened;Alt American Civil War Has Happened;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
altar_built;Altar Built;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
american_civil_war_has_happened;American Civil War Has Happened;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
american_frontier;American Frontier;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
amir_kabir_exiled;Amir Kabir Exiled;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
amir_kabir_remain;Amir Kabir Remain;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anaconda_plan_active;Anaconda Plan Active;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anarcho_liberals_disabled;Anarcho Liberals Disabled;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
andean_gold_found;Andean Gold Found;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_afghan_war;Anglo Afghan War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_alliance_created;Anglo Alliance Created;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_bhutan_war;Anglo Bhutan War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_kuwait_treaty;Anglo Kuwait Treaty;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_manipur_war;Anglo Manipur War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
anglo_persian_war;Anglo Persian War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
angola_created;Angola Created;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
angry_rioters_victorious;Angry Rioters Victorious;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annex_baltic_duchy;Annex Baltic Duchy;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annex_california;Annex California;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annex_santo_domingo;Annex Santo Domingo;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annex_schleswig_holstein;Annex Schleswig Holstein;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexation_of_natal;Annexation of Natal;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_bosnia;Annexed Bosnia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_hawaii;Annexed Hawaii;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_korea;Annexed Korea;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_midway_island;Annexed Midway Island;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_rhineland;Annexed Rhineland;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
annexed_to_FRA;Annexed to FRA;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
apache_wars;Apache Wars;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
apache_wars_over;Apache Wars Over;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
apoc;Apoc;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appealed_to_americans;Appealed to Americans;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appealed_to_the_british;Appealed to The British;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appease_societies;Appease Societies;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appoint_lin_zexu;Appoint Lin Zexu;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appoint_louis_briere;Appoint Louis Briere;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
appoint_yuan_shikai;Appoint Yuan Shikai;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arab_call_to_union;Arab Call to Union;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arab_nationalism_encouraged;Arab Nationalism Encouraged;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arab_revolt;Arab Revolt;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arab_revolt_has_begun;Arab Revolt Has Begun;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arab_union_claims;Arab Union Claims;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
archaeological_society;Archaeological Society;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
argentina_chile_border_treaty;Argentina Chile Border Treaty;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
argentina_united_externally;Argentina United Externally;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
argentine_constitution;Argentine Constitution;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
armenian_genocide;Armenian Genocide;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
armenian_law_of_return_issued;Armenian Law of Return Issued;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
arrow_incident;Arrow Incident;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
artois_claimed;Artois Claimed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_for_french_protection;Asked for French Protection;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_for_peace;Asked for Peace;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_for_peace;Asked for Peace;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_for_protection;Asked for Protection;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_for_restoration;Asked for Restoration;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_join;Asked to Join;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_join_california;Asked to Join California;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_join_csa;Asked to Join Csa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_join_fsa;Asked to Join Fsa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_join_new_america;Asked to Join New America;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
asked_to_rejoin_usa;Asked to Rejoin Usa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
assab_sold;Assab Sold;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AST_independence_refused;AST Independence Refused;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
attack_the_laagers;Attack The Laagers;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
attempted_sardinia_union;Attempted Sardinia Union;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend10Olympiad;Attend 10 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend1Olympiad;Attend 1 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend2Olympiad;Attend 2 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend3Olympiad;Attend 3 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend4Olympiad;Attend 4 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend5Olympiad;Attend 5 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend6Olympiad;Attend 6 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend7Olympiad;Attend 7 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend8Olympiad;Attend 8 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Attend9Olympiad;Attend 9 Olympiad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
attract_british_settlers;Attract British Settlers;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
atworldfair;Atworldfair;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
australia_organized;Australia Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
australian_gold_migration;Australian Gold Migration;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
australian_gold_migration_2;Australian Gold Migration 2;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
australian_migration;Australian Migration;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austria_dissolved;Austria Dissolved;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austria_joined_germany;Austria Joined Germany;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austria_let_hungary_go;Austria Let Hungary Go;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austria_let_milan_go;Austria Let Milan Go;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austria_let_venice_go;Austria Let Venice Go;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_destiny;Austrian Destiny;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_greater_germany;Austrian Greater Germany;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_refused_unification;Austrian Refused Unification;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_silesia_rename_czech;Austrian Silesia Rename Czech;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_silesia_rename_german;Austrian Silesia Rename German;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austrian_silesia_rename_polish;Austrian Silesia Rename Polish;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
austro_hungarian_border_treaty_tried;Austro Hungarian Border Treaty Tried;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
balkans_call_for_help;Balkans Call for Help;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
balkans_supported;Balkans Supported;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
baltic_states_formed;Baltic States Formed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
baluchistan_formed;Baluchistan Formed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
banat_rename_hun;Banat Rename Hun;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
banat_rename_rom;Banat Rename Rom;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
banat_rename_ser;Banat Rename Ser;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
banda_oriental_is_ours;Banda Oriental Is Ours;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bankruptcy_events_disabled;Bankruptcy Events Disabled;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
battle_of_magdala;Battle of Magdala;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bear_flag_revolt;Bear Flag Revolt;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
became_hausaland;Became Hausaland;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
became_kurdistan;Became Kurdistan;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
beethovenfest;Beethovenfest;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
begin_austro_prussian_war;Begin Austro Prussian War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
beiyang_fleet_established;Beiyang Fleet Established;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
belize_purchase;Belize Purchase;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
belloq_loses;Belloq Loses;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
belloq_wins;Belloq Wins;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
berlin_congress_held;Berlin Congress Held;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
berlin_congress_to_be_held;Berlin Congress to Be Held;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
BerlinBaghdadRail;Berlin Baghdad Rail;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bh_built;Bh Built;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
big_ben_construction;Big Ben Construction;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
big_ben_construction;Big Ben Construction;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
big_brother_is_watching;Big Brother Is Watching;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bigben_destroyed;Bigben Destroyed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
binhai_bianjiangqu;Binhai Bianjiangqu;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
biologism_invented;Biologism Invented;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_anglo;Bismarck Islands Anglo;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_belgian;Bismarck Islands Belgian;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_dutch;Bismarck Islands Dutch;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_french;Bismarck Islands French;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_german;Bismarck Islands German;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_italian;Bismarck Islands Italian;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_japanese;Bismarck Islands Japanese;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_portuguese;Bismarck Islands Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_russian;Bismarck Islands Russian;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_scandinavian;Bismarck Islands Scandinavian;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bismarck_islands_spanish;Bismarck Islands Spanish;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bixby_letter_sent;Bixby Letter Sent;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
black_flag_army;Black Flag Army;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
black_flag_war;Black Flag War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
black_stain;Black Stain;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
blamed_by_other_archaeologists;Blamed by Other Archaeologists;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
blanco_rule;Blanco Rule;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
blanco_struggle;Blanco Struggle;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bleeding_kansas;Bleeding Kansas;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bluefields_will_be_ours;Bluefields Will Be Ours;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boer_accepted;Boer Accepted;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boer_commandos;Boer Commandos;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boer_south_africa;Boer South Africa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bohemia_rename_czh;Bohemia Rename Czh;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bonin_administration;Bonin Administration;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bonnie_blue_flag;Bonnie Blue Flag;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
border_incident_RUS;Border Incident RUS;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
border_incident_UK;Border Incident UK;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
border_raid_bsh;Border Raid Bsh;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
border_raid_suazi;Border Raid Suazi;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
border_raid_zulu;Border Raid Zulu;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boshin_war;Boshin War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boshin_war_has_happened;Boshin War Has Happened;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
botanical_expedition_in_progress;Botanical Expedition in Progress;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
botswana_organized;Botswana Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_coup_fails;Boulanger Coup Fails;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_coup_success;Boulanger Coup Success;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_director;Boulanger Director;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_exiled;Boulanger Exiled;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_minister;Boulanger Minister;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boulanger_win;Boulanger Win;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bowring_treaty;Bowring Treaty;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boxers_appeared;Boxers Appeared;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boxers_attacked_capital;Boxers Attacked Capital;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
boxers_disbanded;Boxers Disbanded;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
brazil_has_renamed_cisplatina;Brazil Has Renamed Cisplatina;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
brazilian_rubber_boom;Brazilian Rubber Boom;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
brazzas_expedition;Brazzas Expedition;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
brentano;Brentano;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_columbia_confederation;British Columbia Confederation;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_columbia_organized;British Columbia Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_commonwealth;British Commonwealth;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_dismantled;British Dismantled;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_east_africa;British East Africa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_flee_to_canada;British Flee to Canada;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_matabale;British Matabale;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_nervous;British Nervous;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_oregon;British Oregon;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_orient;British Orient;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_sierra_leone;British Sierra Leone;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
british_somaliland;British Somaliland;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
brunei_protectorate;Brunei Protectorate;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
budapest_founded;Budapest Founded;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_cnr;Build The Cnr;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_cnr1;Build The Cnr 1;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_cnr2;Build The Cnr 2;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_cnr3;Build The Cnr 3;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_manchurian_railway;Build The Manchurian Railway;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_manchurian_railway1;Build The Manchurian Railway 1;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_northern_railway;Build The Northern Railway;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_smr;Build The Smr;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_southern_railway;Build The Southern Railway;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_tsr;Build The Tsr;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_tsr1;Build The Tsr 1;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_tsr2;Build The Tsr 2;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_tsr3;Build The Tsr 3;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_tsr4;Build The Tsr 4;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
build_the_wvr;Build The Wvr;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
building_beiyang_fleet;Building Beiyang Fleet;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
building_wilhelmshaven;Building Wilhelmshaven;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
built_reichstag;Built Reichstag;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
built_wilhelmshaven;Built Wilhelmshaven;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulgaria_in_yugoslavia;Bulgaria in Yugoslavia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulgaria_rename_rumelia;Bulgaria Rename Rumelia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulgarian_exarchate;Bulgarian Exarchate;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulgarian_rename_e_macedonia;Bulgarian Rename E Macedonia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulgarian_rename_n_macedonia;Bulgarian Rename N Macedonia;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bulit_notre_dame_afrique;Bulit Notre Dame Afrique;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
burkina_faso_organized;Burkina Faso Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
burma_3;Burma 3;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
CAL_created;CAL Created;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cali_gold_rush;Cali Gold Rush;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
call_for_caucasus_unity;Call for Caucasus Unity;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_congo_conference;Called Congo Conference;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_for_help;Called for Help;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_for_recruits;Called for Recruits;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_german_allies;Called German Allies;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_the_tangier_convention;Called The Tangier Convention;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
called_the_tangier_protocol;Called The Tangier Protocol;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
calling_all_allies;Calling All Allies;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cameroon_organized;Cameroon Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
camillo_cavour_appointed;Camillo Cavour Appointed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
CAN_independence_refused;CAN Independence Refused;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
canada_organized;Canada Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
canadian_dominion;Canadian Dominion;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cape_port_access;Cape Port Access;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cape_to_bloemfontein_railroad;Cape to Bloemfontein Railroad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
capital_in_the_east;Capital in The East;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
caprivi_purchase_tried;Caprivi Purchase Tried;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
CAR_organized;CAR Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
caribbean_federation_formed;Caribbean Federation Formed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
carlism_prevails;Carlism Prevails;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
carlist_war;Carlist War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
carlists_pacified;Carlists Pacified;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
carlos_lopez_dictator;Carlos Lopez Dictator;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
carlos_lopez_elected;Carlos Lopez Elected;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cashcrops_in_the_colonies;Cashcrops in The Colonies;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cattle_killing;Cattle Killing;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
caucasus_viceroyalty_established;Caucasus Viceroyalty Established;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
caved_to_commodore_perry;Caved to Commodore Perry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
cavour_has_done_his;Cavour Has Done His;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
center_of_the_beiyang;Center of The Beiyang;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
center_of_the_communists;Center of The Communists;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
center_of_the_kuomintang;Center of The Kuomintang;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
central_hungary_rename_hun;Central Hungary Rename Hun;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
centralized_kurdish_states;Centralized Kurdish States;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
century_of_humiliation;Century of Humiliation;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
chad_organized;Chad Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
champassak_annexed;Champassak Annexed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
